Diversity,Representative,Uncertainty,Uncertainty_Diversity,accuracy
0.3603976823271392,0.0508218696291737,0.07059750420292116,0.14970278586973573,0.2551984927898472
1.215034019194313,0.02721464571627652,0.35659927522469714,0.3182245548050038,0.2542053751275743
0.6680526356079013,0.21317610984480198,0.18208854994864768,0.23272201473012297,0.22832363724043733
0.90776218739239,1.1605802643212293,4.008287891517045,0.2516629497318628,0.2724826638151382
2.490732325239791,5.455717753738249,0.9554435426148392,0.5613720817980608,0.2605575146113054
0.4967022061294798,0.06380543028313408,0.19425683404920693,0.27518093967212964,0.2714942335949389
0.28363267229331524,0.886984559693986,0.06009868114008081,2.422073149755035,0.23348284082076576
0.44003625928878465,1.2082123393797037,0.24090276386356546,2.564919187376889,0.24035027971425071
0.11222855960758583,0.09011261594138047,2.079473089028693,0.8222272040748149,0.2442238993534224
0.6696922236392912,0.08439502850348791,0.3274059243688147,0.2564073017172163,0.2370795069289527
1.0325357794031735,10.166402110409585,2.2999535295840765,0.18221532177804056,0.3073197387935106
6.0496745301729336,0.19040011850330552,3.1346971199840574,4.299712453747873,0.26173969538942743
0.017705841763647666,0.38152967100160284,0.24983525698107362,0.2963649113969655,0.2771652198879058
1.364137188737501,2.813172392322196,0.2403759990119693,0.11623701045899067,0.25136371507121064
2.298515633757027,0.7437266096967907,0.23473976979146155,4.636671094121747,0.23245804677196868
1.0543597222521859,0.28645790264470694,0.6966569038286339,3.259326007991294,0.25194239713777594
0.4948573778458711,0.3940009318989929,0.2790032900283329,1.7313137006132395,0.24611171960393405
0.04587621774491104,0.19735904730090417,8.750806631497182,1.0256918730337077,0.2825763189716505
0.0489216815896141,0.7992763215943172,0.2418968949716352,5.97318396818846,0.2516172394791545
0.36274838759647077,0.8198874380901786,0.9184849673198531,0.06233422063893142,0.31385993253774397
0.03946867224312492,28.346479346785966,0.14202767250472867,0.8877889613359673,0.34116288150694424
0.22252216008241335,0.04781810468209861,0.8238620214043193,0.5490392828212703,0.2727322540242278
3.9343861907699513,0.7529373415217264,0.9049975888856149,0.10177185617745803,0.2473783501295556
0.2530579838217701,2.1545308529174663,0.9608897235186806,0.3813121749280485,0.28592058241873497
1.1328533310916498,18.063776359393348,0.6283203819912867,3.0506127959674054,0.2850657821265102
0.06914223709844125,0.1382218313077415,0.1728348847065183,0.4888403861259259,0.2819719668308192
7.013193093312645,0.2891687670678787,0.5326982751477505,0.8279650366135314,0.26929370441941225
0.378629862327116,2.9502979617641634,0.4105155585058424,0.6156573734035387,0.2635552160398683
2.740656712597984,1.8195519119034256,0.3218176360550147,0.9694770520030827,0.2516194295391178
0.11717401865692564,0.14444012666890219,0.1325054225875577,0.5700895112325267,0.2575790299984098
3.505801037606821,0.16597587602478656,0.7354763272998003,0.39192514331019496,0.2718188695356424
0.6101487818829179,0.05448284773926959,0.042693727427413904,7.537545890501205,0.25034924393505803
0.13236328584131157,14.912073232306806,0.6846499209351395,0.1326231645980045,0.34196554781771404
0.8421574079603413,3.306633623550734,0.728972293559452,1.730594145461329,0.2539845359399076
0.32792395793139073,0.977813332910627,0.28749058899276037,1.3742544344962273,0.23703473697950223
0.009757738227631367,11.629030116346529,0.12731009311068878,4.934562582235273,0.2563946061163552
