Diversity,Representative,Uncertainty,Uncertainty_Diversity,accuracy
0.028003846429144125,0.1463172783909211,0.7774883035738143,0.03006417627114188,0.8885656227611795
0.6008550549975255,1.0598056594937544,0.1742598546689759,0.21952171390591985,0.922997201827125
4.465650156391362,0.3754445848281313,0.0773267405433503,0.6909250520136537,0.8880490233947762
0.8642043311137291,0.6529239502253283,0.5052647151609917,3.753354237053216,0.9099999767787326
0.16326006492860815,0.9107096740595083,0.08873008202538218,3.5421499394899323,0.897579327014429
1.7430590405117727,0.26440661509445407,0.15433691197679492,3.3264042490315857,0.9061483531823128
0.37201372149278245,0.17335383373107058,0.8837839744468936,0.022424862813568515,0.9155619961165137
6.212146724810919,0.17904161743250238,6.013290958295783,0.07756868268538994,0.8974027830854938
0.23863597180694807,0.8293194514135174,0.45222860954396343,0.3639686395436705,0.9018424246063649
0.028026641164253893,0.36959580312440327,9.024924037580703,0.11259379451854026,0.8218366688429516
0.033755017871657016,1.4963137742226997,12.828291454597577,1.681054306272448,0.8956689614749972
0.6712954328061366,0.35169284171427995,0.14332090176781603,0.3536426853297757,0.9011734361468532
3.485065562560459,0.5689644361719921,0.10164390682423416,2.5172314379123972,0.9153500374445402
0.08671559290154819,0.018269172317622068,19.368636659158067,4.319205236866765,0.8892579001372308
0.6871448316420355,0.5115237312914277,0.18665966777820459,0.6025193152673185,0.9102671122314229
0.05399539288411013,2.100795424771248,0.20239628040656465,0.43817497778033776,0.89970004002638
0.15996540342023688,0.13820789797510855,0.7162847984914356,1.1791028832609984,0.912789439099495
1.2841323341483044,0.35386299926440323,0.7011597546916141,0.5123068187314818,0.9107098975664388
8.908454538898932,0.11841626080686239,0.28721038906809065,11.426051269012909,0.9186741273143646
0.06496494192215099,0.5803091018296,2.974533355781209,0.6473039951469417,0.8949547879589749
1.1026327927784045,2.0063453484845075,2.7465656258860736,0.3006561983726014,0.9077133961016787
0.7229816957311749,0.7055570946383408,23.178197407928902,8.809908927511044,0.8768862375234578
0.757724443847958,0.7233386645788001,1.767934996751555,0.5727818269936145,0.9107318800390177
0.38820057661581575,0.3385241829680289,0.31981615146610626,0.23843897164820835,0.9054902839768091
0.09057879599566747,0.1594143926248885,0.325833160298261,1.041664548782508,0.8973028993115203
0.2006721605512894,1.7138742087348264,0.09937186752352468,0.07745199951609154,0.9037284206284654
48.87092045667784,0.1597214853805376,0.694624719359869,0.3855891029323908,0.9147701175391251
5.136963299308996,1.5204145246861538,0.26835918487846805,0.3766719859269706,0.9142258605657886
11.185821334241643,1.6538283038123802,0.5034613372608805,1.344438653028115,0.8928956595248919
0.3033599873760751,17.590718602753896,6.257038030069392,0.014123001229564692,0.8471282726778623
1.2785654559125048,0.6455691709745087,0.12703198910609864,0.07631273211964727,0.9073258930377444
1.5329109701754395,0.26200063778613875,0.01263901515036002,0.4293993899361979,0.912399900052455
0.24830496186749562,0.7969484965349839,0.07720422423904265,1.0837126691388508,0.9123158239471049
1.2952081239373152,1.352876004996428,0.032470480309562025,0.4565591139355644,0.8978289735085129
0.1945279571729669,87.1967214976424,0.33220811899730945,9.363426574767814,0.8941466918960975
0.03307790166378114,1.5404153347377594,0.8769773556449393,2.05869584123244,0.9286217505827787
0.278731838371046,0.46601249343385026,0.8739056842691851,1.4543440150394307,0.9083410215984464
0.18760234224382608,0.1779369844506961,0.07795944297397848,0.5835605612057848,0.9182439433301909
0.25957657720130206,1.1647319120786042,0.7238678433155851,0.6657687371730394,0.9284860496349966
1.80179297851644,41.358752985682,0.16428896181498429,1.2302765602423382,0.8797977781947927
1.5061619485328948,0.8057745448625255,4.96508746442436,1.0544706179725352,0.8856091745923745
0.9942155375271811,0.07791282839177138,0.11182739115670118,0.6784263085929307,0.9176944730983614
1.317365456200981,9.840820608831189,2.6381573396382856,0.257627733693571,0.8996226610285566
0.7218643760751845,0.32530858394967677,0.4349605310420905,0.1729222242580494,0.9065461765073507
0.39561883875817355,1.188898976983317,0.2625720782195416,0.09143452046307685,0.9160606205742845
0.1593503647803623,0.06036441293527875,0.2721424067912938,2.352390339102222,0.8971052327322909
0.7500590976521379,1.9254236593520608,0.2783800353461392,1.3521297010536923,0.921450047329683
0.6133412479431961,0.7424268677265361,0.169822881533428,0.14465681288957843,0.9049277732970148
0.06440595262897605,0.4056823149887152,0.12294472593296778,1.0307074014850688,0.9100994934438063
0.025313978423975106,2.985698408230947,0.4007496082973711,7.584002582575897,0.9038888555400607
0.12486776150134477,0.3554737858260888,0.11809938765292419,0.06913900789654022,0.9164382267126897
4.748333894268884,0.47669353392617303,0.37169895023343386,2.8636863516446094,0.8758787888773388
0.3840622017468522,0.09075555526152988,0.409447305088527,5.600496688405904,0.8983705718601053
0.2592790977814724,0.08992745838526721,1.4366022280710953,0.2097629425446166,0.9181495460406153
0.17778586256410614,0.11935213258116159,0.09814190241250165,0.13398053519122782,0.9124982484963946
0.7279255466240558,0.20365212833096089,0.04131917213121218,0.006766753649905807,0.9016510521752614
0.13389977003520198,0.07654059631518251,1.5763091536173737,0.05310437899110235,0.9064820936733861
4.689812547727768,1.6955835049150285,0.03573084423144066,5.2300861987710565,0.9098584461620096
1.0042404627504387,0.2393407341830475,0.008343265172356264,0.07869035111537913,0.911678149206843
0.03527301914766926,0.42700186863011697,0.11140717532398121,2.0293599142319776,0.9116761504069398
0.39802935838671927,0.5660576181543813,0.8510910805660024,6.526055980788135,0.9111227634091511
0.5822297063363584,0.3209705780633928,0.26542297468298703,0.12666425970143902,0.9011232467444513
0.03876338758916508,0.10686420651023912,4.892557209829913,2.1897415461034564,0.9077234343547271
0.8435383538731044,0.050006734828350274,0.47347731571231616,0.1348670942672787,0.8993327559350607
0.13747147465561335,0.06399086438662019,1.690324026788349,2.848766701360465,0.9037176541164245
0.1644638298139869,1.4579893694717556,0.07176630681218374,0.28188117071859164,0.9035980394942146
0.21434939172018763,2.3000653212516684,0.4648785995048045,0.03132704130889104,0.891687139983443
2.949647547152282,0.5600596851470263,0.9924415690017241,1.4826455848367892,0.8992364066335459
0.07071753667674804,0.4815758084883241,1.8276621602753533,0.252494591354195,0.8707461847964193
1.3147843937312764,1.8081664684157217,0.16084703971223038,0.7225944402818133,0.9028861957910272
0.13168937003127376,0.2872212092067177,0.015776489653839407,10.17818180813252,0.8993013787864081
0.7594601827150791,0.10882721974490897,0.025428934121737426,0.4948526698438648,0.9071862596956902
0.41371730301421045,0.17460778223901322,0.4132753373268762,0.7863688354685958,0.9014980439961784
0.25297226670513473,0.728935130433188,0.6313209605819499,0.3561020296897506,0.9211130836741998
0.07888344974501854,0.6662020514402646,0.6592931856929597,0.256245672724565,0.9211420127694248
0.416154815002203,0.42718661732790003,1.6525216889751013,0.41755376563204355,0.9037788551130165
3.6614013143151753,0.07871848784290672,0.07997672403301927,1.2808272825554095,0.9101452702581823
